候选词序号(NO.),Word,N,词频(Frequence),互信息(Mut),左信息熵(Ent_L),右信息熵(Ent_R),Mark,TF,IDF,TF-IDF,"最小左右信息熵{min(Ent_L, Ent_R)}"
6387,咱们,2,5,5.8,2.322,1.922,1,0.000121927,4.538479476,0.000553365,1.922
7946,拿土豆,3,45,5.2,1.58,2.115,0,0.001097347,3.653872894,0.004009566,1.58
666,点上,2,158,1.9,1.716,1.581,0,0.003852907,3.115233602,0.012002705,1.581
2179,们跳,2,27,2.6,1.583,2.353,0,0.000658408,3.869472695,0.002547692,1.583
34015,000万提前合影,8,6,3.6,1.585,2.585,0,0.000146313,4.471532686,0.000654243,1.585
34315,一遍666666,8,6,3.4,1.585,1.792,0,0.000146313,4.471532686,0.000654243,1.585
33236,敲门梦开始的地方,8,12,5.5,1.585,3.585,0,0.000292626,4.202687374,0.001229815,1.585
30709,多人运动哈哈哈,7,12,3.2,3.418,1.585,0,0.000292626,4.202687374,0.001229815,1.585
30681,再来亿遍666,7,12,3.7,3.022,1.585,0,0.000292626,4.202687374,0.001229815,1.585
30095,合影7000w,7,24,4.2,1.974,1.585,0,0.000585252,3.918690717,0.00229342,1.585
28605,亿遍放我出去,6,6,4.6,1.585,2.252,0,0.000146313,4.471532686,0.000654243,1.585
28456,亿遍我回来了,6,6,4.1,1.585,2.585,0,0.000146313,4.471532686,0.000654243,1.585
27114,物业敲门这个,6,12,4.9,2.918,1.585,0,0.000292626,4.202687374,0.001229815,1.585
27175,00万哈哈哈,6,12,3.2,1.614,1.585,0,0.000292626,4.202687374,0.001229815,1.585
27084,耶耶耶耶耶耶,6,12,8.7,1.585,1.585,0,0.000292626,4.202687374,0.001229815,1.585
27100,哈哈哈哈72,6,12,3.1,1.585,2.355,0,0.000292626,4.202687374,0.001229815,1.585
25887,亿遍我又来了,6,35,4.3,1.585,4.24,0,0.000853492,3.760328225,0.00320941,1.585
25640,一遍哈哈哈哈,6,61,3.1,2.053,1.585,0,0.001487515,3.524239037,0.005242357,1.585
24237,合影留念4,5,6,2.2,2.585,1.585,0,0.000146313,4.471532686,0.000654243,1.585
24085,合影619,5,6,4.3,1.792,1.585,0,0.000146313,4.471532686,0.000654243,1.585
21366,头一睹芳容,5,24,1.1,1.585,4.418,0,0.000585252,3.918690717,0.00229342,1.585
20850,遍出不去了,5,42,2,1.585,4.844,0,0.00102419,3.68316227,0.003772259,1.585
18959,3070,4,6,2,2.585,1.585,0,0.000146313,4.471532686,0.000654243,1.585
18655,300多,4,6,1.7,2.585,1.585,0,0.000146313,4.471532686,0.000654243,1.585
19004,我们把这,4,6,4.6,2.252,1.585,0,0.000146313,4.471532686,0.000654243,1.585
18908,w669,4,6,1.6,2.252,1.585,0,0.000146313,4.471532686,0.000654243,1.585
18943,iang,4,6,4.7,1.585,2.585,0,0.000146313,4.471532686,0.000654243,1.585
18920,猛男保我,4,6,4.5,1.585,1.792,0,0.000146313,4.471532686,0.000654243,1.585
18885,要拉裤兜,4,6,3.7,1.585,2.252,0,0.000146313,4.471532686,0.000654243,1.585
18727,一遍62,4,6,2.2,1.585,1.792,0,0.000146313,4.471532686,0.000654243,1.585
18770,066万,4,6,1.9,1.585,1.792,0,0.000146313,4.471532686,0.000654243,1.585
16432,5299,4,12,4.5,3.585,1.585,0,0.000292626,4.202687374,0.001229815,1.585
16424,6079,4,12,3.2,3.418,1.585,0,0.000292626,4.202687374,0.001229815,1.585
16343,6720,4,12,1.7,3.418,1.585,0,0.000292626,4.202687374,0.001229815,1.585
16316,2233,4,12,1.5,2.626,1.585,0,0.000292626,4.202687374,0.001229815,1.585
16392,快乐一亿,4,12,2.9,1.784,1.585,0,0.000292626,4.202687374,0.001229815,1.585
6563,深夜,2,5,5.8,2.322,1.922,1,0.000121927,4.538479476,0.000553365,1.922
16307,了我们班,4,12,2.6,1.585,3.022,0,0.000292626,4.202687374,0.001229815,1.585
12482,弹幕删,3,6,5.3,2.252,1.585,0,0.000146313,4.471532686,0.000654243,1.585
12534,1万7,3,6,1.1,2.252,1.585,0,0.000146313,4.471532686,0.000654243,1.585
12861,ada,3,6,3.6,1.918,1.585,0,0.000146313,4.471532686,0.000654243,1.585
12541,次70,3,6,1.4,1.585,1.792,0,0.000146313,4.471532686,0.000654243,1.585
10389,我一直,3,12,3.1,3.418,1.585,0,0.000292626,4.202687374,0.001229815,1.585
10296,死在这,3,12,4.4,1.947,1.585,0,0.000292626,4.202687374,0.001229815,1.585
10415,915,3,12,1.9,1.947,1.585,0,0.000292626,4.202687374,0.001229815,1.585
10277,七百万,3,12,4.6,1.585,2.418,0,0.000292626,4.202687374,0.001229815,1.585
10370,出去了,3,12,1.6,1.585,3.022,0,0.000292626,4.202687374,0.001229815,1.585
10311,4w6,3,12,1.1,1.585,1.947,0,0.000292626,4.202687374,0.001229815,1.585
5574,的举,2,6,3.2,2.252,1.585,0,0.000146313,4.471532686,0.000654243,1.585
5687,度新,2,6,1.3,1.585,2.252,0,0.000146313,4.471532686,0.000654243,1.585
3832,哥是,2,12,2.2,2.855,1.585,0,0.000292626,4.202687374,0.001229815,1.585
3732,就睡,2,12,5.5,2.085,1.585,0,0.000292626,4.202687374,0.001229815,1.585
3894,吸吸,2,12,7.7,1.585,1.585,0,0.000292626,4.202687374,0.001229815,1.585
3736,送水,2,12,4.5,1.585,3.252,0,0.000292626,4.202687374,0.001229815,1.585
8313,体黄磊,3,33,1.4,1.587,2.382,0,0.000804721,3.785151809,0.003045991,1.587
14748,输出稳定,4,39,6.5,1.588,2.515,0,0.000951034,3.714570735,0.003532683,1.588
14478,亿遍70,4,55,2.9,1.588,2.269,0,0.001341202,3.568442699,0.004786001,1.588
2165,是想,2,27,3.6,3.528,1.589,0,0.000658408,3.869472695,0.002547692,1.589
1894,四千,2,33,4.9,4.393,1.589,0,0.000804721,3.785151809,0.003045991,1.589
9227,913,3,20,2.7,1.59,2.071,0,0.00048771,3.994411431,0.001948113,1.59
30403,输出PDD后排,7,16,6.6,1.703,1.592,0,0.000390168,4.086181805,0.001594296,1.592
26721,一遍每日亿遍,6,16,3,1.592,3.578,0,0.000390168,4.086181805,0.001594296,1.592
3493,哔哩,2,14,10.5,1.592,1.985,0,0.000341397,4.140539467,0.001413567,1.592
9729,亿遍故,3,16,1,1.85,1.592,0,0.000390168,4.086181805,0.001594296,1.592
6910,万助攻,3,460,3.9,1.592,6.091,0,0.011217323,2.652929801,0.029758772,1.592
3379,道苏,2,14,1.2,1.809,1.592,0,0.000341397,4.140539467,0.001413567,1.592
3091,大大,2,16,5,1.592,2.092,0,0.000390168,4.086181805,0.001594296,1.592
8398,TVB,3,32,7.4,1.593,1.927,0,0.000780336,3.798116786,0.002963806,1.593
25953,亿遍宴请八方,6,32,4.5,1.594,4.176,0,0.000780336,3.798116786,0.002963806,1.594
21289,排干了寂寞,5,25,7.2,1.594,4.214,0,0.000609637,3.901657378,0.002378595,1.594
2270,我蔡,2,25,3.2,1.594,1.784,0,0.000609637,3.901657378,0.002378595,1.594
2308,名的,2,25,2.1,1.594,4.023,0,0.000609637,3.901657378,0.002378595,1.594
25815,亿遍再来一遍,6,40,3.8,1.595,4.332,0,0.000975419,3.703846869,0.003612804,1.595
9238,点镜像,3,20,3.4,1.595,3.784,0,0.00048771,3.994411431,0.001948113,1.595
32649,哈哈哈秦王扫六合,8,26,3.2,1.596,4.624,0,0.000634023,3.885266962,0.002463347,1.596
21260,亿遍666,5,26,3.7,1.763,1.596,0,0.000634023,3.885266962,0.002463347,1.596
14666,一遍我又,4,43,3.5,1.813,1.597,0,0.001048576,3.67317805,0.003851606,1.597
6264,教主,2,5,5.3,2.322,1.922,1,0.000121927,4.538479476,0.000553365,1.922
1467,前来,2,49,1.6,4.179,1.597,0,0.001194889,3.617660722,0.004322702,1.597
25692,快乐国庆快乐,6,52,5.6,1.598,4.671,0,0.001268045,3.592354856,0.004555269,1.598
20254,点仙人指路,5,258,1.5,1.598,4.926,0,0.006291455,2.903330962,0.018266177,1.598
1034,面部,2,81,6.1,5.13,1.6,0,0.001975224,3.402816874,0.006721327,1.6
8831,亿遍新,3,24,1.1,1.888,1.601,0,0.000585252,3.918690717,0.00229342,1.601
26335,再来亿遍一亿,6,21,3.6,3.975,1.602,0,0.000512095,3.974208045,0.002035173,1.602
14354,合影50,4,69,3,2.821,1.602,0,0.001682599,3.471532686,0.005841196,1.602
32515,独享经验一睹芳容,8,38,5.8,1.606,3.529,0,0.000926648,3.725566119,0.00345229,1.606
26231,我的手机在震,6,24,4.7,2.916,1.606,0,0.000585252,3.918690717,0.00229342,1.606
8577,他在狂,3,27,6.8,3.271,1.606,0,0.000658408,3.869472695,0.002547692,1.606
26134,早期作品66,6,26,3.2,2.899,1.607,0,0.000634023,3.885266962,0.002463347,1.607
14848,顶上来了,4,35,4.3,1.61,3.619,0,0.000853492,3.760328225,0.00320941,1.61
30265,物业敲门一周年,7,18,5.8,3.572,1.611,0,0.000438939,4.037877125,0.001772381,1.611
16084,亿遍69,4,14,3,1.611,2.7,0,0.000341397,4.140539467,0.001413567,1.611
16114,了上瘾了,4,14,2.7,1.611,2.7,0,0.000341397,4.140539467,0.001413567,1.611
9987,0遍了,3,14,1.3,1.611,3.236,0,0.000341397,4.140539467,0.001413567,1.611
3424,他像,2,14,3.1,1.611,2.692,0,0.000341397,4.140539467,0.001413567,1.611
2881,你可,2,18,2,3.795,1.611,0,0.000438939,4.037877125,0.001772381,1.611
2767,吉吉,2,19,8.5,1.611,2.755,0,0.000463324,4.01560073,0.001860525,1.611
26081,亿遍众神归位,6,28,4.4,1.612,4.253,0,0.000682794,3.854232728,0.002631645,1.612
2819,亿预,2,18,2.1,2.017,1.612,0,0.000438939,4.037877125,0.001772381,1.612
32412,哈哈哈哈再来亿遍,8,58,3.1,1.613,5.031,0,0.001414358,3.545778714,0.005015001,1.613
33228,请选择你的英雄战,8,12,2,3.189,1.614,0,0.000292626,4.202687374,0.001229815,1.614
27074,鲤鱼打挺籽岷,6,12,5.2,3.189,1.614,0,0.000292626,4.202687374,0.001229815,1.614
26310,物业敲门60,6,22,2.7,4.061,1.614,0,0.000536481,3.95490289,0.002121729,1.614
22307,战术撩发一,5,12,2,3.252,1.614,0,0.000292626,4.202687374,0.001229815,1.614
22335,00w警告,5,12,3.7,1.614,3.252,0,0.000292626,4.202687374,0.001229815,1.614
21798,00w留念,5,17,3.6,1.614,3.735,0,0.000414553,4.061358221,0.001683649,1.614
21403,体再来亿遍,5,23,1.5,1.614,4.023,0,0.000560866,3.936419484,0.002207805,1.614
16379,亿遍62,4,12,2.4,1.614,2.418,0,0.000292626,4.202687374,0.001229815,1.614
16231,我怎么又,4,13,3.2,3.7,1.614,0,0.000317011,4.17050269,0.001322097,1.614
16227,6686,4,13,1.9,3.547,1.614,0,0.000317011,4.17050269,0.001322097,1.614
16251,5010,4,13,2.4,3.393,1.614,0,0.000317011,4.17050269,0.001322097,1.614
16155,亿遍上头,4,13,4.1,1.614,1.854,0,0.000317011,4.17050269,0.001322097,1.614
15720,7039,4,17,3.8,3.97,1.614,0,0.000414553,4.061358221,0.001683649,1.614
15670,觉得跳的,4,17,4.8,1.614,2.425,0,0.000414553,4.061358221,0.001683649,1.614
10360,元旦必,3,12,5,2.752,1.614,0,0.000292626,4.202687374,0.001229815,1.614
10304,2w6,3,12,1.1,2.126,1.614,0,0.000292626,4.202687374,0.001229815,1.614
10423,49w,3,12,1.8,1.614,2.617,0,0.000292626,4.202687374,0.001229815,1.614
10268,68w,3,12,1,1.614,3.189,0,0.000292626,4.202687374,0.001229815,1.614
10138,拳仙人,3,13,1.9,1.914,1.614,0,0.000317011,4.17050269,0.001322097,1.614
10184,一遍还,3,13,1.2,1.614,2.035,0,0.000317011,4.17050269,0.001322097,1.614
9481,474,3,17,1.5,1.614,2.016,0,0.000414553,4.061358221,0.001683649,1.614
9477,63w,3,17,1.4,1.614,2.934,0,0.000414553,4.061358221,0.001683649,1.614
9545,万牛逼,3,17,1.4,1.614,3.405,0,0.000414553,4.061358221,0.001683649,1.614
3605,榜了,2,13,3.3,1.614,3.335,0,0.000317011,4.17050269,0.001322097,1.614
2960,庆贺,2,17,4.3,2.133,1.614,0,0.000414553,4.061358221,0.001683649,1.614
2966,ep,2,17,1.8,1.614,2.911,0,0.000414553,4.061358221,0.001683649,1.614
2971,od,2,17,1,1.614,3.287,0,0.000414553,4.061358221,0.001683649,1.614
9071,5宿舍,3,21,2.9,1.615,3.404,0,0.000512095,3.974208045,0.002035173,1.615
26504,敲门荷官发牌,6,18,5.5,1.616,2.392,0,0.000438939,4.037877125,0.001772381,1.616
26544,解锁仙人指路,6,18,4.4,1.616,3.948,0,0.000438939,4.037877125,0.001772381,1.616
26560,一遍国庆快乐,6,18,3.7,1.616,4.17,0,0.000438939,4.037877125,0.001772381,1.616
32807,000万合影70,8,20,3.4,1.88,1.617,0,0.00048771,3.994411431,0.001948113,1.617
30758,助攻一周年快乐,7,11,5.8,1.617,3.027,0,0.00026824,4.23744948,0.001136655,1.617
22473,宴请八方反,5,11,1.6,3.278,1.617,0,0.00026824,4.23744948,0.001136655,1.617
22604,有什么好处,5,11,6.2,1.617,3.096,0,0.00026824,4.23744948,0.001136655,1.617
22598,龙卷风40,5,11,3.3,1.617,1.868,0,0.00026824,4.23744948,0.001136655,1.617
22586,见再来亿遍,5,11,2,1.617,3.459,0,0.00026824,4.23744948,0.001136655,1.617
21217,干掉拜年祭,5,27,6.9,2.51,1.617,0,0.000658408,3.869472695,0.002547692,1.617
16691,最右边是,4,11,4.4,3.278,1.617,0,0.00026824,4.23744948,0.001136655,1.617
16527,7027,4,11,2.7,3.027,1.617,0,0.00026824,4.23744948,0.001136655,1.617
16521,7022,4,11,2.9,2.845,1.617,0,0.00026824,4.23744948,0.001136655,1.617
16625,也就看了,4,11,4.4,2.049,1.617,0,0.00026824,4.23744948,0.001136655,1.617
16627,合影加油,4,11,4.7,1.617,2.222,0,0.00026824,4.23744948,0.001136655,1.617
10675,你们有,3,11,3,2.3,1.617,0,0.00026824,4.23744948,0.001136655,1.617
10765,328,3,11,1.5,2.222,1.617,0,0.00026824,4.23744948,0.001136655,1.617
10524,衣服的,3,11,3.8,1.617,3.096,0,0.00026824,4.23744948,0.001136655,1.617
3978,微笑,2,11,5.8,1.617,3.459,0,0.00026824,4.23744948,0.001136655,1.617
4133,RE,2,11,4.7,1.617,2.118,0,0.00026824,4.23744948,0.001136655,1.617
3939,rs,2,11,2.6,1.617,1.868,0,0.00026824,4.23744948,0.001136655,1.617
4094,下车,2,11,1.1,1.617,2.404,0,0.00026824,4.23744948,0.001136655,1.617
1021,蛇形,2,81,7.7,5.525,1.617,0,0.001975224,3.402816874,0.006721327,1.617
25710,亿遍武汉加油,6,50,4.5,1.619,4.751,0,0.001219274,3.60906055,0.004400435,1.619
21589,亿遍pdd,5,20,4.6,1.619,1.657,0,0.00048771,3.994411431,0.001948113,1.619
7745,不愧是,3,54,5.9,4.712,1.62,0,0.001316816,3.576268037,0.004709288,1.62
32958,选择你的英雄黄磊,8,16,5,1.622,1.774,0,0.000390168,4.086181805,0.001594296,1.622
26671,每天一遍60,6,16,2.7,3.75,1.622,0,0.000390168,4.086181805,0.001594296,1.622
26654,万合影一周年,6,16,3.8,1.795,1.622,0,0.000390168,4.086181805,0.001594296,1.622
26697,敲门最后亿遍,6,16,4.6,1.622,3.75,0,0.000390168,4.086181805,0.001594296,1.622
20532,一遍哈哈哈,5,78,3.2,2.046,1.622,0,0.001902068,3.419003635,0.006503177,1.622
9699,845,3,16,2.5,2.227,1.622,0,0.000390168,4.086181805,0.001594296,1.622
3178,个都,2,16,2.1,1.799,1.622,0,0.000390168,4.086181805,0.001594296,1.622
3184,给弄,2,16,4.3,1.622,2.647,0,0.000390168,4.086181805,0.001594296,1.622
25961,6000w6,6,32,1.3,4.476,1.624,0,0.000780336,3.798116786,0.002963806,1.624
1497,激光,2,48,5.3,5.095,1.624,0,0.001170503,3.626434646,0.004244754,1.624
25669,亿遍物业敲门,6,55,4.6,1.625,5.267,0,0.001341202,3.568442699,0.004786001,1.625
20505,我称这个为,5,85,4.6,4.475,1.625,0,0.002072766,3.382132275,0.00701037,1.625
30639,亿遍4000w,7,12,4.4,1.781,1.626,0,0.000292626,4.202687374,0.001229815,1.626
27159,来了4000,6,12,3.2,2.855,1.626,0,0.000292626,4.202687374,0.001229815,1.626
27105,一遍镇站之宝,6,12,3.4,1.626,3.418,0,0.000292626,4.202687374,0.001229815,1.626
27167,一遍佩恩六道,6,12,3.4,1.626,3.585,0,0.000292626,4.202687374,0.001229815,1.626
22434,DING你,5,12,5.4,1.784,1.626,0,0.000292626,4.202687374,0.001229815,1.626
16359,2014,4,12,2.3,3.585,1.626,0,0.000292626,4.202687374,0.001229815,1.626
16347,5090,4,12,2.1,3.189,1.626,0,0.000292626,4.202687374,0.001229815,1.626
16350,防止自闭,4,12,7.3,1.626,3.189,0,0.000292626,4.202687374,0.001229815,1.626
16325,输出70,4,12,3.2,1.626,1.781,0,0.000292626,4.202687374,0.001229815,1.626
16371,038w,4,12,2.9,1.626,1.951,0,0.000292626,4.202687374,0.001229815,1.626
14894,00多万,4,33,3.6,1.626,3.263,0,0.000804721,3.785151809,0.003045991,1.626
10399,吗每天,3,12,1.6,2.792,1.626,0,0.000292626,4.202687374,0.001229815,1.626
10413,我吃了,3,12,4.1,1.626,2.355,0,0.000292626,4.202687374,0.001229815,1.626
6802,每日一,3,1414,4,6.535,1.626,0,0.034481077,2.165874286,0.074681678,1.626
3816,才有,2,12,2.7,3.085,1.626,0,0.000292626,4.202687374,0.001229815,1.626
32951,便宜点秦王扫六合,8,16,4.8,1.627,3.75,0,0.000390168,4.086181805,0.001594296,1.627
30491,000万合影5,7,14,1.3,2.182,1.627,0,0.000341397,4.140539467,0.001413567,1.627
30504,w合影每天亿遍,7,14,4.2,1.627,3.468,0,0.000341397,4.140539467,0.001413567,1.627
26921,输出狗熊蹭树,6,14,5.7,1.627,3.325,0,0.000341397,4.140539467,0.001413567,1.627
15804,回来了5,4,16,1.5,1.627,2.375,0,0.000390168,4.086181805,0.001594296,1.627
9972,条弹幕,3,14,5.4,1.627,2.896,0,0.000341397,4.140539467,0.001413567,1.627
9974,门弹幕,3,14,1,1.627,3.128,0,0.000341397,4.140539467,0.001413567,1.627
9744,修罗道,3,16,6.2,1.627,2.524,0,0.000390168,4.086181805,0.001594296,1.627
3444,是新,2,14,1.2,2.95,1.627,0,0.000341397,4.140539467,0.001413567,1.627
3337,是小,2,14,1.7,2.753,1.627,0,0.000341397,4.140539467,0.001413567,1.627
3407,心动,2,14,3.1,2.638,1.627,0,0.000341397,4.140539467,0.001413567,1.627
3471,倍数,2,14,5.1,1.627,3.325,0,0.000341397,4.140539467,0.001413567,1.627
3335,rc,2,14,2.7,1.627,1.627,0,0.000341397,4.140539467,0.001413567,1.627
755,鹅鹅,2,129,8.4,1.631,1.627,0,0.003145728,3.202687374,0.010074782,1.627
15516,7109,4,19,3.7,3.787,1.628,0,0.000463324,4.01560073,0.001860525,1.628
2422,fp,2,23,3.4,2.905,1.629,0,0.000560866,3.936419484,0.002207805,1.629
29616,哈哈哈仙人指路,7,139,3.3,1.63,5.451,0,0.003389583,3.17050269,0.010746681,1.63
20735,了4000,5,51,1.6,4.351,1.63,0,0.00124366,3.600627382,0.004477955,1.63
21236,万合影留念,5,26,3.8,1.631,4.254,0,0.000634023,3.885266962,0.002463347,1.631
20664,一枝独秀一,5,59,2.8,3.625,1.631,0,0.001438744,3.538479476,0.005090965,1.631
1027,多万,2,81,2.4,1.632,3.77,0,0.001975224,3.402816874,0.006721327,1.632
29996,称之为鱼儿出水,7,30,6.7,1.633,4.387,0,0.000731565,3.825269032,0.002798431,1.633
32884,仙人指路3000,8,18,3.6,3.948,1.634,0,0.000438939,4.037877125,0.001772381,1.634
30241,咖喱土豆豌豆你,7,19,3.1,1.634,1.719,0,0.000463324,4.01560073,0.001860525,1.634
8579,位籽岷,3,27,1.3,1.635,2.549,0,0.000658408,3.869472695,0.002547692,1.635
32587,丁宁丁宁丁宁丁宁,8,30,8.2,1.637,1.637,0,0.000731565,3.825269032,0.002798431,1.637
30087,000万合影4,7,24,1.8,1.749,1.637,0,0.000585252,3.918690717,0.00229342,1.637
6650,坤坤,2,5,4.2,2.322,1.922,1,0.000121927,4.538479476,0.000553365,1.922
6692,享受,2,5,3.5,2.322,1.922,1,0.000121927,4.538479476,0.000553365,1.922
29983,哈哈哈哈哈60,7,30,2.7,1.637,2.138,0,0.000731565,3.825269032,0.002798431,1.637
26196,再来亿遍40,6,24,3,4.137,1.637,0,0.000585252,3.918690717,0.00229342,1.637
7956,万贺电,3,45,4.2,1.638,4.631,0,0.001097347,3.653872894,0.004009566,1.638
1788,th,2,37,1.1,1.74,1.639,0,0.000902263,3.736847129,0.003371619,1.639
22017,合影201,5,15,4.3,2.549,1.64,0,0.000365782,4.112510743,0.001504284,1.64
7318,道仙人,3,99,1.5,1.64,3.046,0,0.002414163,3.316630726,0.008006887,1.64
3334,太噎,2,15,7,1.64,2.063,0,0.000365782,4.112510743,0.001504284,1.64
1017,亿变,2,82,3.8,1.64,5.322,0,0.00199961,3.397552634,0.00679378,1.64
20297,0,5,192,3.2,1.641,2.009,0,0.004682013,3.031073417,0.014191526,1.641
30064,仙人指路冲冲冲,7,25,3.7,3.863,1.642,0,0.000609637,3.901657378,0.002378595,1.642
26158,666哈哈哈,6,25,3.2,2.843,1.642,0,0.000609637,3.901657378,0.002378595,1.642
21237,6100w,5,26,3,4.239,1.642,0,0.000634023,3.885266962,0.002463347,1.642
8213,右边的,3,36,4,1.643,3.51,0,0.000877877,3.748429002,0.003290661,1.643
2232,的m,2,26,1.4,1.792,1.643,0,0.000634023,3.885266962,0.002463347,1.643
26356,当心影流之主,6,21,6.9,2.027,1.644,0,0.000512095,3.974208045,0.002035173,1.644
7288,750,3,108,1.9,5.065,1.644,0,0.002633632,3.279204228,0.008636219,1.644
8076,手机震,3,41,5,4.296,1.645,0,0.000999805,3.693381436,0.003692661,1.645
25830,亿遍6000,6,39,3.6,1.973,1.647,0,0.000951034,3.714570735,0.003532683,1.647
30390,亿遍一周年快乐,7,16,4.5,1.649,3.453,0,0.000390168,4.086181805,0.001594296,1.649
26070,籽岷哈哈哈哈,6,28,3,4.28,1.649,0,0.000682794,3.854232728,0.002631645,1.649
25947,一遍恐龙妈妈,6,33,3.2,1.892,1.649,0,0.000804721,3.785151809,0.003045991,1.649
21920,一遍一周年,5,16,3.3,1.649,1.92,0,0.000390168,4.086181805,0.001594296,1.649
15027,来了66,4,28,3.3,2.993,1.649,0,0.000682794,3.854232728,0.002631645,1.649
8561,来报道,3,28,2.5,1.649,4.522,0,0.000682794,3.854232728,0.002631645,1.649
8323,耶耶耶,3,33,8.9,1.649,1.649,0,0.000804721,3.785151809,0.003045991,1.649
8314,毒龙钻,3,33,8,1.649,4.923,0,0.000804721,3.785151809,0.003045991,1.649
1925,春风,2,33,4.2,1.71,1.649,0,0.000804721,3.785151809,0.003045991,1.649
32648,稳定输出仙人指路,8,26,4.4,1.65,4.027,0,0.000634023,3.885266962,0.002463347,1.65
27180,TVBTVB,6,12,7.6,1.65,2.284,0,0.000292626,4.202687374,0.001229815,1.65
22414,你要笑死我,5,12,3.8,1.65,3.189,0,0.000292626,4.202687374,0.001229815,1.65
10328,觉得好,3,12,3.4,2.451,1.65,0,0.000292626,4.202687374,0.001229815,1.65
8182,自信的,3,37,4.2,4.442,1.65,0,0.000902263,3.736847129,0.003371619,1.65
7331,我管这,3,97,4.7,5.429,1.65,0,0.002365392,3.32540465,0.007865886,1.65
25346,亿遍仙人指路,6,300,4.4,1.653,5.717,0,0.007315646,2.83806423,0.020762272,1.653
8368,助攻4,3,32,1,2.649,1.656,0,0.000780336,3.798116786,0.002963806,1.656
7520,亿遍这,3,73,1.3,1.656,4.239,0,0.00178014,3.447399006,0.006136854,1.656
30196,助攻哈哈哈哈哈,7,20,3,2.902,1.657,0,0.00048771,3.994411431,0.001948113,1.657
15473,恐龙麻麻,4,20,5.8,3.984,1.657,0,0.00048771,3.994411431,0.001948113,1.657
9154,我也来,3,20,3,4.222,1.657,0,0.00048771,3.994411431,0.001948113,1.657
33559,黄磊早期作品40,8,9,3,3.17,1.658,0,0.000219469,4.316630726,0.000947368,1.658
33598,每天亿遍6000,8,9,3.5,2.948,1.658,0,0.000219469,4.316630726,0.000947368,1.658
33588,6000w合影7,8,9,1.3,2.948,1.658,0,0.000219469,4.316630726,0.000947368,1.658
33550,多人极限生存籽岷,8,9,5.4,1.658,2.281,0,0.000219469,4.316630726,0.000947368,1.658
33537,遍3000w合影,8,9,1.9,1.658,3.17,0,0.000219469,4.316630726,0.000947368,1.658
33508,方请选择你的英雄,8,9,1.4,1.658,3.17,0,0.000219469,4.316630726,0.000947368,1.658
31024,亿遍7000w,7,9,4,1.658,2.642,0,0.000219469,4.316630726,0.000947368,1.658
31032,一遍一周年快乐,7,9,3.3,1.658,3.17,0,0.000219469,4.316630726,0.000947368,1.658
27517,最后亿遍40,6,9,3.1,2.948,1.658,0,0.000219469,4.316630726,0.000947368,1.658
27590,这才是真正的,6,9,4.8,2.642,1.658,0,0.000219469,4.316630726,0.000947368,1.658
27647,狗熊蹭树70,6,9,2.8,1.88,1.658,0,0.000219469,4.316630726,0.000947368,1.658
27691,八荒一睹芳容,6,9,5.6,1.658,2.725,0,0.000219469,4.316630726,0.000947368,1.658
27639,000W贺电,6,9,3.5,1.658,2.948,0,0.000219469,4.316630726,0.000947368,1.658
27603,一遍鲤鱼打挺,6,9,3.2,1.658,1.753,0,0.000219469,4.316630726,0.000947368,1.658
22903,便宜点60,5,9,2.5,2.419,1.658,0,0.000219469,4.316630726,0.000947368,1.658
23103,44444,5,9,3.4,1.88,1.658,0,0.000219469,4.316630726,0.000947368,1.658
22894,快乐pdd,5,9,5.7,1.753,1.658,0,0.000219469,4.316630726,0.000947368,1.658
23130,反比例函数,5,9,6.6,1.658,1.88,0,0.000219469,4.316630726,0.000947368,1.658
22924,了永远有人,5,9,2.3,1.658,1.753,0,0.000219469,4.316630726,0.000947368,1.658
23019,遍还是这个,5,9,2.1,1.658,2.113,0,0.000219469,4.316630726,0.000947368,1.658
