候选词序号(NO.),Word,N,词频(Frequence),互信息(Mut),左信息熵(Ent_L),右信息熵(Ent_R),Mark,TF,IDF,TF-IDF,"最小左右信息熵{min(Ent_L, Ent_R)}"
31109,哈哈哈哈哈75,7,8,3.1,1.549,2.156,0,0.000195084,4.362388217,0.000851032,1.549
27953,PDD在后排,6,8,6.4,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27798,众神归位猛男,6,8,6.2,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27908,一睹芳容这个,6,8,4.3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27873,故技重施狒狒,6,8,6,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27899,了这个男人是,6,8,3,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27739,早期作品六道,6,8,4.8,2.5,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27918,早起作品籽岷,6,8,5.2,1.811,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27846,选择你的老婆,6,8,6.5,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
27787,合影故技重施,6,8,4.6,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
27958,哈哈哈哈空耳,6,8,3.1,1.549,2.156,0,0.000195084,4.362388217,0.000851032,1.549
27843,哈哈哈哈还是,6,8,2.9,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
27937,00w助攻2,6,8,1.2,1.549,1.906,0,0.000195084,4.362388217,0.000851032,1.549
23378,了扫清六合,5,8,1.9,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23240,震荡试管黄,5,8,1.3,2.406,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23136,道6000,5,8,1.2,2.406,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23209,反击风暴六,5,8,1.1,2.406,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23319,助攻666,5,8,3.8,1.811,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23373,助攻龙卷风,5,8,5.6,1.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23413,嘤嘤嘤嘤嘤,5,8,9.5,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
23222,原版有灵魂,5,8,7.7,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
23345,合影张国荣,5,8,4.7,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
23195,万合影弹幕,5,8,4.5,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
23226,怎么又来了,5,8,4.3,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
23201,00w留名,5,8,3.6,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
23360,W合影30,5,8,3.3,1.549,1.75,0,0.000195084,4.362388217,0.000851032,1.549
23151,万合影合影,5,8,3,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
23348,33w合影,5,8,2.8,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
23181,18w合影,5,8,2.5,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
23420,合影702,5,8,2.5,1.549,1.906,0,0.000195084,4.362388217,0.000851032,1.549
23155,2w合影6,5,8,1.9,1.549,1.75,0,0.000195084,4.362388217,0.000851032,1.549
23205,矿佩恩六道,5,8,1.6,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
17411,死在这里,4,8,5,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
17719,可爱跳了,4,8,4.3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17323,4039,4,8,3.3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17427,7185,4,8,3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17528,7143,4,8,3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17582,5104,4,8,2.8,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17675,6744,4,8,2.3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17672,7630,4,8,2.1,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17685,5014,4,8,3.3,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17386,6635,4,8,3.2,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17363,6894,4,8,2.9,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17461,7192,4,8,2.9,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17400,6893,4,8,2.8,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17490,了510,4,8,2,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17655,万了40,4,8,3,2.5,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17665,爱死这个,4,8,5.4,2.406,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17623,了还是这,4,8,1.5,2.406,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17368,笑了哈哈,4,8,2.6,1.906,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17567,动每日一,4,8,1.5,1.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17740,新皇加冕,4,8,6.6,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17699,上菜笑死,4,8,5.5,1.549,1.75,0,0.000195084,4.362388217,0.000851032,1.549
17496,天美天美,4,8,5.3,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17345,鲤鱼甩籽,4,8,5.2,1.549,2,0,0.000195084,4.362388217,0.000851032,1.549
17532,最有灵魂,4,8,4.2,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
17387,合影又来,4,8,4,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
17716,时间到了,4,8,3.6,1.549,2,0,0.000195084,4.362388217,0.000851032,1.549
17550,挖矿50,4,8,3,1.549,2.156,0,0.000195084,4.362388217,0.000851032,1.549
17667,无表情的,4,8,3,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
11656,疯狂镜,3,8,5.3,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11559,zha,3,8,4.6,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11587,有趣的,3,8,4,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11770,的给我,3,8,2,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11475,hey,3,8,3.4,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11522,878,3,8,2.1,2,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11753,58万,3,8,1.3,2,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11812,吸吸吸,3,8,9.1,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11478,没白活,3,8,7.1,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
11776,有奇效,3,8,6.2,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
11759,他长得,3,8,5.1,1.549,2,0,0.000195084,4.362388217,0.000851032,1.549
11810,哥哥哥,3,8,5.1,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
11484,独龙钻,3,8,4.7,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
11603,说跳的,3,8,4.4,1.549,1.811,0,0.000195084,4.362388217,0.000851032,1.549
11731,看亿次,3,8,3.3,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
11420,又是我,3,8,2.8,1.549,2.406,0,0.000195084,4.362388217,0.000851032,1.549
11623,差10,3,8,2.1,1.549,2.406,0,0.000195084,4.362388217,0.000851032,1.549
9590,了jo,3,17,2.1,2.89,1.549,0,0.000414553,4.061358221,0.001683649,1.549
8053,一人独,3,42,3.9,3.367,1.549,0,0.00102419,3.68316227,0.003772259,1.549
4748,陈浩,2,8,5.4,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4838,六法,2,8,1.4,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
5001,4k,2,8,1.1,3,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4930,特意,2,8,5,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
5008,离我,2,8,1.4,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4701,仙鹤,2,8,1.3,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4741,像不,2,8,1.2,2.75,1.549,0,0.000195084,4.362388217,0.000851032,1.549
5024,iv,2,8,2.6,2.5,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4972,甩掉,2,8,3.5,2.406,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4836,才1,2,8,1.2,2.25,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4848,洗眼,2,8,3.9,2.156,1.549,0,0.000195084,4.362388217,0.000851032,1.549
1521,等等,2,47,4.2,3.774,1.914,1,0.001146118,3.635389489,0.004166585,1.914
5741,致敬,2,6,6,2.585,1.918,1,0.000146313,4.471532686,0.000654243,1.918
5030,叮咛,2,8,10.9,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4825,咕咕,2,8,10.6,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4744,划船,2,8,9.4,1.549,2.75,0,0.000195084,4.362388217,0.000851032,1.549
4922,擦擦,2,8,8.1,1.549,1.549,0,0.000195084,4.362388217,0.000851032,1.549
4759,瞪眼,2,8,6.5,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
4973,敲門,2,8,5.6,1.549,2.5,0,0.000195084,4.362388217,0.000851032,1.549
4790,神通,2,8,3.7,1.549,2.406,0,0.000195084,4.362388217,0.000851032,1.549
4799,突出,2,8,3.3,1.549,2,0,0.000195084,4.362388217,0.000851032,1.549
4999,连打,2,8,3,1.549,3,0,0.000195084,4.362388217,0.000851032,1.549
5034,长发,2,8,2.5,1.549,2.406,0,0.000195084,4.362388217,0.000851032,1.549
4732,道第,2,8,2.1,1.549,2,0,0.000195084,4.362388217,0.000851032,1.549
4772,门关,2,8,2,1.549,2.156,0,0.000195084,4.362388217,0.000851032,1.549
4872,有高,2,8,1.4,1.549,2.406,0,0.000195084,4.362388217,0.000851032,1.549
32757,单兵作战一睹芳容,8,22,5.8,1.55,3.447,0,0.000536481,3.95490289,0.002121729,1.55
9041,呀呀呀,3,22,8.2,1.55,1.55,0,0.000536481,3.95490289,0.002121729,1.55
5990,培根,2,6,8.8,1.918,1.918,1,0.000146313,4.471532686,0.000654243,1.918
33258,早期作品3000,8,12,3.7,2.617,1.551,0,0.000292626,4.202687374,0.001229815,1.551
30700,龙卷风黄磊老师,7,12,5.1,1.551,2.617,0,0.000292626,4.202687374,0.001229815,1.551
27172,武汉加油最后,6,12,5.9,3.585,1.551,0,0.000292626,4.202687374,0.001229815,1.551
27117,国庆快乐再来,6,12,4.6,3.585,1.551,0,0.000292626,4.202687374,0.001229815,1.551
22417,迟早笑死在,5,12,6.8,2.617,1.551,0,0.000292626,4.202687374,0.001229815,1.551
22390,00w纪念,5,12,3.5,1.551,3.585,0,0.000292626,4.202687374,0.001229815,1.551
16344,7044,4,12,2.7,3.585,1.551,0,0.000292626,4.202687374,0.001229815,1.551
10431,助攻苏,3,12,1.3,1.555,1.551,0,0.000292626,4.202687374,0.001229815,1.551
10334,mmm,3,12,5.9,1.551,3.022,0,0.000292626,4.202687374,0.001229815,1.551
10265,是灵魂,3,12,2.4,1.551,3.585,0,0.000292626,4.202687374,0.001229815,1.551
3785,米忘,2,12,3.1,1.551,1.551,0,0.000292626,4.202687374,0.001229815,1.551
3729,看还,2,12,1.8,1.551,2.221,0,0.000292626,4.202687374,0.001229815,1.551
15059,有丝分裂,4,28,6.3,1.552,1.911,0,0.000682794,3.854232728,0.002631645,1.552
1385,完全,2,54,5.7,4.514,1.553,0,0.001316816,3.576268037,0.004709288,1.553
30109,00w合影黄磊,7,24,3.7,1.554,2.111,0,0.000585252,3.918690717,0.00229342,1.554
29858,哈哈哈物业敲门,7,43,3.3,1.555,4.862,0,0.001048576,3.67317805,0.003851606,1.555
21978,刷再来亿遍,5,15,1.8,1.555,3.64,0,0.000365782,4.112510743,0.001504284,1.555
16356,亿小目标,4,12,4.3,1.555,3.189,0,0.000292626,4.202687374,0.001229815,1.555
5647,位置,2,6,5.3,1.918,2.252,1,0.000146313,4.471532686,0.000654243,1.918
15060,合影64,4,28,2.6,2.04,1.555,0,0.000682794,3.854232728,0.002631645,1.555
10404,掏你裤,3,12,6.9,1.626,1.555,0,0.000292626,4.202687374,0.001229815,1.555
9779,亿遍太,3,15,1.1,1.555,3.457,0,0.000365782,4.112510743,0.001504284,1.555
3774,叫黄,2,12,2.2,1.781,1.555,0,0.000292626,4.202687374,0.001229815,1.555
3234,着跳,2,15,3.8,1.555,3.507,0,0.000365782,4.112510743,0.001504284,1.555
33920,光翼展开黄磊早期,8,7,5.5,2.522,1.557,0,0.000170698,4.413540739,0.000753384,1.557
33879,早期作品自取其乳,8,7,5.6,1.557,2.807,0,0.000170698,4.413540739,0.000753384,1.557
5918,泰罗,2,6,4.8,1.918,2.585,1,0.000146313,4.471532686,0.000654243,1.918
31305,万合影欢迎回来,7,7,4.2,1.557,2.522,0,0.000170698,4.413540739,0.000753384,1.557
30326,又来了每天一遍,7,17,4.6,1.557,3.808,0,0.000414553,4.061358221,0.001683649,1.557
30205,万合影7000,7,20,3.6,1.557,1.578,0,0.00048771,3.994411431,0.001948113,1.557
18668,病毒时代,4,6,7.3,2.252,1.918,1,0.000146313,4.471532686,0.000654243,1.918
28112,每日亿遍籽岷,6,7,5,2.522,1.557,0,0.000170698,4.413540739,0.000753384,1.557
28059,倍发现新世界,6,7,6.8,1.557,2.807,0,0.000170698,4.413540739,0.000753384,1.557
23615,物业敲门三,5,7,1.3,2.522,1.557,0,0.000170698,4.413540739,0.000753384,1.557
23722,叫鲤鱼打挺,5,7,3.2,1.557,2.807,0,0.000170698,4.413540739,0.000753384,1.557
23481,200w了,5,7,1.6,1.557,2.522,0,0.000170698,4.413540739,0.000753384,1.557
17989,牛逼籽岷,4,7,5.2,2.807,1.557,0,0.000170698,4.413540739,0.000753384,1.557
18235,仙人反复,4,7,4.2,2.807,1.557,0,0.000170698,4.413540739,0.000753384,1.557
18271,旁边的人,4,7,2.9,2.807,1.557,0,0.000170698,4.413540739,0.000753384,1.557
18288,7172,4,7,2.7,2.807,1.557,0,0.000170698,4.413540739,0.000753384,1.557
18071,6370,4,7,2.1,2.236,1.557,0,0.000170698,4.413540739,0.000753384,1.557
17748,合影2倍,4,7,4.7,1.842,1.557,0,0.000170698,4.413540739,0.000753384,1.557
17759,7w40,4,7,2.9,1.842,1.557,0,0.000170698,4.413540739,0.000753384,1.557
18159,觉得他像,4,7,5.8,1.557,1.842,0,0.000170698,4.413540739,0.000753384,1.557
18003,一遍一天,4,7,2.8,1.557,1.664,0,0.000170698,4.413540739,0.000753384,1.557
18163,027w,4,7,2.6,1.557,2.128,0,0.000170698,4.413540739,0.000753384,1.557
15730,5537,4,17,4.1,1.849,1.557,0,0.000414553,4.061358221,0.001683649,1.557
15484,牛牛牛牛,4,20,5.8,1.657,1.557,0,0.00048771,3.994411431,0.001948113,1.557
12114,然觉得,3,7,5.1,1.557,1.842,0,0.000170698,4.413540739,0.000753384,1.557
12222,班预定,3,7,4.9,1.557,2.807,0,0.000170698,4.413540739,0.000753384,1.557
12159,等了这,3,7,1.7,1.557,2.522,0,0.000170698,4.413540739,0.000753384,1.557
9241,不至于,3,20,6,1.557,1.657,0,0.00048771,3.994411431,0.001948113,1.557
9492,撩发一,3,17,1.7,1.557,2.056,0,0.000414553,4.061358221,0.001683649,1.557
9164,穿衣服,3,20,8.4,1.557,3.446,0,0.00048771,3.994411431,0.001948113,1.557
7407,551,3,85,3.5,2.082,1.557,0,0.002072766,3.382132275,0.00701037,1.557
5413,剪刀,2,7,8.3,2.807,1.557,0,0.000170698,4.413540739,0.000753384,1.557
5305,UR,2,7,5.2,2.236,1.557,0,0.000170698,4.413540739,0.000753384,1.557
5160,伟要,2,7,3.4,2.128,1.557,0,0.000170698,4.413540739,0.000753384,1.557
5408,勾勒,2,7,6.8,1.95,1.557,0,0.000170698,4.413540739,0.000753384,1.557
5125,饿了,2,7,2.7,1.557,2.807,0,0.000170698,4.413540739,0.000753384,1.557
5244,狂跳,2,7,1.6,1.557,2.236,0,0.000170698,4.413540739,0.000753384,1.557
21755,来了又来了,5,18,4.3,1.558,3.684,0,0.000438939,4.037877125,0.001772381,1.558
14214,多人生存,4,93,6.1,1.558,5.288,0,0.00226785,3.343502872,0.007582564,1.558
2807,我第,2,18,1.5,3.53,1.558,0,0.000438939,4.037877125,0.001772381,1.558
30454,顶上去报复社会,7,15,7.7,1.559,1.692,0,0.000365782,4.112510743,0.001504284,1.559
26784,籽岷挖矿70,6,15,3.1,3.323,1.559,0,0.000365782,4.112510743,0.001504284,1.559
26799,解锁物业敲门,6,15,5.5,1.559,3.907,0,0.000365782,4.112510743,0.001504284,1.559
15913,6088,4,15,3.2,3.59,1.559,0,0.000365782,4.112510743,0.001504284,1.559
15934,7029,4,15,3.7,3.323,1.559,0,0.000365782,4.112510743,0.001504284,1.559
15969,7028,4,15,3.6,3.273,1.559,0,0.000365782,4.112510743,0.001504284,1.559
19058,很好很好,4,6,5.9,1.918,1.918,1,0.000146313,4.471532686,0.000654243,1.918
15975,我一个人,4,15,3.4,2.04,1.559,0,0.000365782,4.112510743,0.001504284,1.559
15894,视频黄磊,4,15,5.2,1.559,2.499,0,0.000365782,4.112510743,0.001504284,1.559
9773,sho,3,15,3.3,3.006,1.559,0,0.000365782,4.112510743,0.001504284,1.559
9801,快笑死,3,15,1.4,2.359,1.559,0,0.000365782,4.112510743,0.001504284,1.559
8161,合影牛,3,38,1,2.674,1.559,0,0.000926648,3.725566119,0.00345229,1.559
3212,这群,2,15,3.2,3.457,1.559,0,0.000365782,4.112510743,0.001504284,1.559
27804,4000万留,6,8,4,3,1.561,0,0.000195084,4.362388217,0.000851032,1.561
27735,合影梅开二度,6,8,4.6,1.561,3,0,0.000195084,4.362388217,0.000851032,1.561
17610,别跳了陈,4,8,4.7,1.561,1.561,0,0.000195084,4.362388217,0.000851032,1.561
17511,10遍了,4,8,3.4,1.561,2.406,0,0.000195084,4.362388217,0.000851032,1.561
15280,助攻20,4,23,3.1,2.595,1.562,0,0.000560866,3.936419484,0.002207805,1.562
2312,住了,2,25,2.6,1.562,4.084,0,0.000609637,3.901657378,0.002378595,1.562
1483,反向,2,49,5.5,4.857,1.562,0,0.001194889,3.617660722,0.004322702,1.562
26757,合影狒狒挠头,6,15,4.7,1.563,3.64,0,0.000365782,4.112510743,0.001504284,1.563
15965,7038,4,15,3.9,2.923,1.563,0,0.000365782,4.112510743,0.001504284,1.563
9802,我迟早,3,15,3.6,3.374,1.563,0,0.000365782,4.112510743,0.001504284,1.563
3274,们把,2,15,4.2,1.563,2.74,0,0.000365782,4.112510743,0.001504284,1.563
3201,位真,2,15,1.8,1.563,2.005,0,0.000365782,4.112510743,0.001504284,1.563
25547,亿遍每天一遍,6,83,4.1,1.564,4.813,0,0.002023995,3.39235144,0.006866103,1.564
14470,助攻60,4,56,3.1,2.997,1.564,0,0.001365587,3.56075587,0.004862523,1.564
878,的笑,2,104,2.1,5.251,1.565,0,0.002536091,3.295441427,0.008357538,1.565
15933,快乐20,4,15,2.7,2.04,1.566,0,0.000365782,4.112510743,0.001504284,1.566
3195,珍贵,2,15,7.1,2.423,1.566,0,0.000365782,4.112510743,0.001504284,1.566
2451,高的,2,23,1.1,1.567,1.976,0,0.000560866,3.936419484,0.002207805,1.567
2018,pp,2,31,3,4.144,1.567,0,0.00075595,3.811480748,0.002881289,1.567
26557,一遍5000,6,18,3.7,1.841,1.568,0,0.000438939,4.037877125,0.001772381,1.568
26287,亿遍狗熊蹭树,6,22,4.2,1.568,4.096,0,0.000536481,3.95490289,0.002121729,1.568
8569,就是这,3,28,3.7,3.579,1.568,0,0.000682794,3.854232728,0.002631645,1.568
6809,500,3,1266,2.8,6.39,1.568,0,0.030872025,2.213854111,0.068346159,1.568
32923,便宜一点便宜一点,8,17,5.1,1.849,1.569,0,0.000414553,4.061358221,0.001683649,1.569
2292,见每,2,25,2.3,2.519,1.569,0,0.000609637,3.901657378,0.002378595,1.569
25591,亿遍恐龙妈妈,6,70,4.5,1.57,1.911,0,0.001706984,3.465372377,0.005915335,1.57
20838,了7000,5,42,1.4,4.491,1.57,0,0.00102419,3.68316227,0.003772259,1.57
14985,00助攻,4,30,3.6,1.57,4.257,0,0.000731565,3.825269032,0.002798431,1.57
14932,敲门66,4,32,3.4,1.57,1.758,0,0.000780336,3.798116786,0.002963806,1.57
14355,要定了这,4,69,4,4.84,1.57,0,0.001682599,3.471532686,0.005841196,1.57
33366,自取其乳众神归位,8,10,6.2,3.122,1.571,0,0.000243855,4.275238041,0.001042538,1.571
33404,籽岷挖矿7000,8,10,3.6,2.922,1.571,0,0.000243855,4.275238041,0.001042538,1.571
33406,00黄磊早期作品,8,10,3.4,1.571,3.322,0,0.000243855,4.275238041,0.001042538,1.571
30832,国庆快乐每日一,7,10,4.2,3.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
30841,一睹芳容便宜点,7,10,4.1,2.846,1.571,0,0.000243855,4.275238041,0.001042538,1.571
30851,籽岷早期作品5,7,10,1.3,2.846,1.571,0,0.000243855,4.275238041,0.001042538,1.571
30846,亿遍这个男人我,7,10,4.5,1.571,2.922,0,0.000243855,4.275238041,0.001042538,1.571
30824,又来了每日一遍,7,10,4.1,1.571,3.322,0,0.000243855,4.275238041,0.001042538,1.571
30884,w合影每日一遍,7,10,4.1,1.571,2.846,0,0.000243855,4.275238041,0.001042538,1.571
30893,一遍5000w,7,10,3.9,1.571,2.322,0,0.000243855,4.275238041,0.001042538,1.571
27365,故技重施黄磊,6,10,5.2,2.922,1.571,0,0.000243855,4.275238041,0.001042538,1.571
27498,输出宴请八方,6,10,5.7,1.571,3.322,0,0.000243855,4.275238041,0.001042538,1.571
27379,早期视频黄磊,6,10,5.2,1.571,2.322,0,0.000243855,4.275238041,0.001042538,1.571
27370,一遍多人运动,6,10,3.7,1.571,3.122,0,0.000243855,4.275238041,0.001042538,1.571
22809,一睹芳容白,5,10,2.4,3.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
22864,W合影籽岷,5,10,4.3,1.761,1.571,0,0.000243855,4.275238041,0.001042538,1.571
22703,合影pdd,5,10,4.7,1.722,1.571,0,0.000243855,4.275238041,0.001042538,1.571
22776,W合影60,5,10,3,1.571,1.771,0,0.000243855,4.275238041,0.001042538,1.571
22830,正早期作品,5,10,2.5,1.571,3.122,0,0.000243855,4.275238041,0.001042538,1.571
22682,万合影76,5,10,2.3,1.571,2.046,0,0.000243855,4.275238041,0.001042538,1.571
22652,秀每天一遍,5,10,2,1.571,2.646,0,0.000243855,4.275238041,0.001042538,1.571
22643,视再来亿遍,5,10,1.3,1.571,2.646,0,0.000243855,4.275238041,0.001042538,1.571
22735,w中秋快乐,5,10,1.3,1.571,3.122,0,0.000243855,4.275238041,0.001042538,1.571
22820,方4000,5,10,1.3,1.571,1.571,0,0.000243855,4.275238041,0.001042538,1.571
16914,6626,4,10,2.5,3.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
16783,跳定了7,4,10,1.4,3.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
16821,6109,4,10,2.7,3.122,1.571,0,0.000243855,4.275238041,0.001042538,1.571
16863,6716,4,10,2.1,2.646,1.571,0,0.000243855,4.275238041,0.001042538,1.571
16841,水龙卷风,4,10,1.2,1.961,1.571,0,0.000243855,4.275238041,0.001042538,1.571
16731,来了39,4,10,3.7,1.571,2.171,0,0.000243855,4.275238041,0.001042538,1.571
16753,046w,4,10,3.2,1.571,2.161,0,0.000243855,4.275238041,0.001042538,1.571
16796,033w,4,10,2.8,1.571,1.761,0,0.000243855,4.275238041,0.001042538,1.571
16845,播放量7,4,10,1.1,1.571,1.971,0,0.000243855,4.275238041,0.001042538,1.571
10839,疯狂甩,3,10,3.7,3.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
10951,战术抽,3,10,4.4,3.122,1.571,0,0.000243855,4.275238041,0.001042538,1.571
10919,已经跳,3,10,3.8,2.446,1.571,0,0.000243855,4.275238041,0.001042538,1.571
10851,818,3,10,1.7,2.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
10967,848,3,10,2.4,1.961,1.571,0,0.000243855,4.275238041,0.001042538,1.571
10911,hen,3,10,2.1,1.571,2.846,0,0.000243855,4.275238041,0.001042538,1.571
4220,腊八,2,10,5.7,3.322,1.571,0,0.000243855,4.275238041,0.001042538,1.571
4294,了关,2,10,1.1,3.122,1.571,0,0.000243855,4.275238041,0.001042538,1.571
4301,九万,2,10,3,1.961,1.571,0,0.000243855,4.275238041,0.001042538,1.571
4279,上榜,2,10,4.4,1.571,1.771,0,0.000243855,4.275238041,0.001042538,1.571
4258,助功,2,10,3.4,1.571,2.646,0,0.000243855,4.275238041,0.001042538,1.571
4290,身姿,2,10,3,1.571,2.922,0,0.000243855,4.275238041,0.001042538,1.571
4369,BW,2,10,2.2,1.571,1.571,0,0.000243855,4.275238041,0.001042538,1.571
4268,爆了,2,10,2.1,1.571,3.122,0,0.000243855,4.275238041,0.001042538,1.571
6816,700,3,1174,2.5,6.603,1.572,0,0.02862856,2.246592859,0.064316719,1.572
2805,太快,2,18,1.7,2.321,1.572,0,0.000438939,4.037877125,0.001772381,1.572
33177,再来亿遍3000,8,13,3.6,3.547,1.573,0,0.000317011,4.17050269,0.001322097,1.573
33185,阿巴阿巴阿巴阿巴,8,13,7.7,2.354,1.573,0,0.000317011,4.17050269,0.001322097,1.573
27237,一遍欢迎回来,6,11,3.1,1.573,3.278,0,0.00026824,4.23744948,0.001136655,1.573
26960,每天亿遍黄磊,6,13,5.1,3.547,1.573,0,0.000317011,4.17050269,0.001322097,1.573
26126,一遍物业敲门,6,26,3.2,1.573,4.21,0,0.000634023,3.885266962,0.002463347,1.573
16133,6048,4,13,3.2,3.7,1.573,0,0.000317011,4.17050269,0.001322097,1.573
16229,遍800,4,13,1.5,1.892,1.573,0,0.000317011,4.17050269,0.001322097,1.573
3515,小肚,2,13,4.6,2.654,1.573,0,0.000317011,4.17050269,0.001322097,1.573
3540,为马,2,13,3.7,1.573,3.085,0,0.000317011,4.17050269,0.001322097,1.573
30495,早期作品冲冲冲,7,14,3.7,1.574,2.064,0,0.000341397,4.140539467,0.001413567,1.574
26917,镇站之宝欢迎,6,14,7,2.522,1.574,0,0.000341397,4.140539467,0.001413567,1.574
26487,助攻3000,6,19,3.7,2.753,1.574,0,0.000463324,4.01560073,0.001860525,1.574
22101,龙卷风70,5,14,3.1,1.574,1.95,0,0.000341397,4.140539467,0.001413567,1.574
16032,7148,4,14,4.1,3.325,1.574,0,0.000341397,4.140539467,0.001413567,1.574
10004,9宿舍,3,14,2.8,1.574,3.128,0,0.000341397,4.140539467,0.001413567,1.574
3397,再刷,2,14,1.3,3.182,1.574,0,0.000341397,4.140539467,0.001413567,1.574
3376,奇妙,2,14,5.7,1.574,2.261,0,0.000341397,4.140539467,0.001413567,1.574
14691,考古考古,4,42,7.5,1.575,1.736,0,0.00102419,3.68316227,0.003772259,1.575
2324,然还,2,25,4.5,1.575,2.094,0,0.000609637,3.901657378,0.002378595,1.575
8570,猪皮冻,3,28,9.3,1.577,1.72,0,0.000682794,3.854232728,0.002631645,1.577
3368,动上,2,14,1,2.006,1.577,0,0.000341397,4.140539467,0.001413567,1.577
630,ao,2,172,3.7,1.577,5.523,0,0.004194304,3.078584623,0.012912518,1.577
2619,淦翻,2,20,5,3.246,1.579,0,0.00048771,3.994411431,0.001948113,1.579
430,re,2,270,5.2,1.579,1.608,0,0.006584081,2.883661435,0.018986261,1.579
